Enroll,Seats,CRN,Semester_ID,Course_ID,Title,Times,Days,Site,Instr
0,1,28002,Spring2017,CS 417,Computational Methods and Software,1100-1215,TR,VBHEC 0155,"MORRIS, J"
0,1,28004,Spring2017,CS 417,Computational Methods and Software,1100-1215,TR,PEN CTR 2240,"MORRIS, J"
1,1,28005,Spring2017,CS 417,Computational Methods and Software,1100-1215,TR,TRICITIES 2204,"MORRIS, J"
13,2,25278,Spring2017,CS 432,Web Science,1745-2025,R,ECSB 2120,"NELSON, M"
22,3,26570,Spring2017,CS 450,Database Concepts,TBA,TBA,WEB2 ONLINE HR ,"LEVINSTEIN, I"
7,3,26571,Spring2017,CS 450,Database Concepts,TBA,TBA,WEB5 ONLINE IN VA ,"LEVINSTEIN, I"
1,3,26572,Spring2017,CS 450,Database Concepts,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"LEVINSTEIN, I"
6,15,31910,Spring2017,CS 450,Database Concepts,TBA,TBA,WEB2 ONLINE HR ,"LEVINSTEIN, I"
2,15,31911,Spring2017,CS 450,Database Concepts,TBA,TBA,WEB5 ONLINE IN VA ,"LEVINSTEIN, I"
0,15,31912,Spring2017,CS 450,Database Concepts,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"LEVINSTEIN, I"
11,10,25256,Spring2017,CS 455,Introduction to Networks and Communications,1100-1215,TR,DRAGAS 1117,"IBRAHIM, S"
24,0,30890,Spring2017,CS 462,Cybersecurity Fundamentals,TBA,TBA,WEB2 ONLINE HR ,"MCCOY, C"
2,0,30891,Spring2017,CS 462,Cybersecurity Fundamentals,TBA,TBA,WEB5 ONLINE IN VA ,"MCCOY, C"
0,0,30892,Spring2017,CS 462,Cybersecurity Fundamentals,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"MCCOY, C"
36,0,31885,Spring2017,CS 462,Cybersecurity Fundamentals,TBA,TBA,WEB2 ONLINE HR ,"ALMALAG, M"
10,0,31886,Spring2017,CS 462,Cybersecurity Fundamentals,TBA,TBA,WEB5 ONLINE IN VA ,"ALMALAG, M"
1,0,31887,Spring2017,CS 462,Cybersecurity Fundamentals,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"ALMALAG, M"
27,1,26579,Spring2017,CS 464,Networked Systems Security,TBA,TBA,WEB2 ONLINE HR ,"NADEEM, T"
7,1,26580,Spring2017,CS 464,Networked Systems Security,TBA,TBA,WEB5 ONLINE IN VA ,"NADEEM, T"
1,1,26581,Spring2017,CS 464,Networked Systems Security,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"NADEEM, T"
24,4,26605,Spring2017,CS 465,Information Assurance,TBA,TBA,WEB2 ONLINE HR ,"CARTLEDGE, C"
7,4,26606,Spring2017,CS 465,Information Assurance,TBA,TBA,WEB5 ONLINE IN VA ,"CARTLEDGE, C"
1,4,26607,Spring2017,CS 465,Information Assurance,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"CARTLEDGE, C"
31,19,31573,Spring2017,CS 471,Operating Systems,1620-1735,MW,DRAGAS 1117,"PRICE, G"
23,7,27849,Spring2017,CS 471,Operating Systems,1910-2150,W,DRAGAS 1117,"PRICE, G"
3,8,25276,Spring2017,CS 486,Introduction to Parallel Computing,1500-1615,TR,DRAGAS 1102,"CHERNIKOV, A"
1,49,29346,Spring2017,CS 497,Independent Study in Computer Science,TBA,TBA,TBA,"BRUNELLE, J"
0,50,29347,Spring2017,CS 497,Independent Study in Computer Science,TBA,TBA,TBA,"BRUNELLE, J"
0,50,29348,Spring2017,CS 497,Independent Study in Computer Science,TBA,TBA,TBA,"BRUNELLE, J"
1,9,29536,Spring2017,CS 497,INDEP STUDY IN BIOINFORMATICS,TBA,TBA,TBA,"HE, J"
13,7,29776,Spring2017,CS 500,Foundations of Computing,1500-1615,MW,ECSB 2120,"RANJAN, D"
5,7,25279,Spring2017,CS 532,Web Science,1745-2025,R,ECSB 2120,"NELSON, M"
15,3,26573,Spring2017,CS 550,Database Concepts,TBA,TBA,WEB2 ONLINE HR ,"LEVINSTEIN, I"
2,3,26574,Spring2017,CS 550,Database Concepts,TBA,TBA,WEB5 ONLINE IN VA ,"LEVINSTEIN, I"
0,3,26575,Spring2017,CS 550,Database Concepts,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"LEVINSTEIN, I"
6,15,31913,Spring2017,CS 550,Database Concepts,TBA,TBA,WEB2 ONLINE HR ,"LEVINSTEIN, I"
1,15,31914,Spring2017,CS 550,Database Concepts,TBA,TBA,WEB5 ONLINE IN VA ,"LEVINSTEIN, I"
0,15,31915,Spring2017,CS 550,Database Concepts,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"LEVINSTEIN, I"
9,21,25257,Spring2017,CS 555,Introduction to Networks and Communications,1100-1215,TR,DRAGAS 1117,"IBRAHIM, S"
3,0,30893,Spring2017,CS 562,Cybersecurity Fundamentals,TBA,TBA,WEB2 ONLINE HR ,"MCCOY, C"
1,0,30894,Spring2017,CS 562,Cybersecurity Fundamentals,TBA,TBA,WEB5 ONLINE IN VA ,"MCCOY, C"
0,0,30895,Spring2017,CS 562,Cybersecurity Fundamentals,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"MCCOY, C"
1,0,31888,Spring2017,CS 562,Cybersecurity Fundamentals,TBA,TBA,WEB2 ONLINE HR ,"ALMALAG, M"
2,0,31889,Spring2017,CS 562,Cybersecurity Fundamentals,TBA,TBA,WEB5 ONLINE IN VA ,"ALMALAG, M"
0,0,31890,Spring2017,CS 562,Cybersecurity Fundamentals,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"ALMALAG, M"
7,1,26582,Spring2017,CS 564,Networked Systems Security,TBA,TBA,WEB2 ONLINE HR ,"NADEEM, T"
5,1,26583,Spring2017,CS 564,Networked Systems Security,TBA,TBA,WEB5 ONLINE IN VA ,"NADEEM, T"
2,1,26584,Spring2017,CS 564,Networked Systems Security,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"NADEEM, T"
7,4,26608,Spring2017,CS 565,Information Assurance,TBA,TBA,WEB2 ONLINE HR ,"CARTLEDGE, C"
6,4,26609,Spring2017,CS 565,Information Assurance,TBA,TBA,WEB5 ONLINE IN VA ,"CARTLEDGE, C"
1,4,26610,Spring2017,CS 565,Information Assurance,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"CARTLEDGE, C"
4,8,25277,Spring2017,CS 586,Introduction to Parallel Computing,1500-1615,TR,DRAGAS 1102,"CHERNIKOV, A"
7,19,26611,Spring2017,CS 600,Algorithms and Data Structures,TBA,TBA,WEB2 ONLINE HR ,"RANJAN, D"
4,19,26612,Spring2017,CS 600,Algorithms and Data Structures,TBA,TBA,WEB5 ONLINE IN VA ,"RANJAN, D"
0,19,26613,Spring2017,CS 600,Algorithms and Data Structures,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"RANJAN, D"
17,3,22837,Spring2017,CS 665,Computer Architecture,1500-1730,F,ECSB 2120,"OLARIU, S"
4,8,29875,Spring2017,CS 724,High Performance Computing and Big Data,TBA,TBA,WEB2 ONLINE HR ,"ZUBAIR, M"
1,8,29876,Spring2017,CS 724,High Performance Computing and Big Data,TBA,TBA,WEB5 ONLINE IN VA ,"ZUBAIR, M"
0,8,29877,Spring2017,CS 724,High Performance Computing and Big Data,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"ZUBAIR, M"
18,0,24698,Spring2017,CS 725,Information Visualization,0930-1215,W,ECSB 2120,"WEIGLE, M"
6,16,26614,Spring2017,CS 725,Information Visualization,TBA,TBA,WEB2 ONLINE HR ,"WEIGLE, M"
0,16,26615,Spring2017,CS 725,Information Visualization,TBA,TBA,WEB5 ONLINE IN VA ,"WEIGLE, M"
1,16,26616,Spring2017,CS 725,Information Visualization,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"WEIGLE, M"
6,6,31317,Spring2017,CS 726,Application of Graphs in Bioinformatics,0900-1150,M,DRAGAS 1115,"HE, J"
3,10,31322,Spring2017,CS 752,Wireless Communications and Mobile Computing,TBA,TBA,WEB2 ONLINE HR ,"OLARIU, S"
0,10,31323,Spring2017,CS 752,Wireless Communications and Mobile Computing,TBA,TBA,WEB5 ONLINE IN VA ,"OLARIU, S"
0,10,31324,Spring2017,CS 752,Wireless Communications and Mobile Computing,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"OLARIU, S"
8,5,25476,Spring2017,CS 772,"Network Security; Concepts, Protocols and Programming",0930-1200,T,ECSB 2120,"NADEEM, T"
5,7,20891,Spring2017,CS 779,Design of Network Protocols,1910-2150,T,ECSB 2120,"NADEEM, T"
3,7,29781,Spring2017,CS 795,TPC; INTERNET OF THINGS,1200-1430,M,DRAGAS 1102,"NADEEM, T"
10,2,29779,Spring2017,CS 795,TPC;EMBEDDED/CYBER PHYS SYSTEM,1330-1600,T,TBA,"ZHAO, D"
0,13,31320,Spring2017,CS 795,TPC; ADVANCED AI,TBA,TBA,TBA,"LI, Y"
2,13,31328,Spring2017,CS 795,TPC;MEMORY ANALYS & FORSENSICS,TBA,TBA,WEB2 ONLINE HR ,"AHMAD, A"
0,13,31329,Spring2017,CS 795,TPC;MEMORY ANALYS & FORSENSICS,TBA,TBA,WEB5 ONLINE IN VA ,"AHMAD, A"
0,13,31330,Spring2017,CS 795,TPC;MEMORY ANALYS & FORSENSICS,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"AHMAD, A"
2,8,29878,Spring2017,CS 824,High Performance Computing and Big Data,TBA,TBA,WEB2 ONLINE HR ,"ZUBAIR, M"
0,8,29879,Spring2017,CS 824,High Performance Computing and Big Data,TBA,TBA,WEB5 ONLINE IN VA ,"ZUBAIR, M"
0,8,29880,Spring2017,CS 824,High Performance Computing and Big Data,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"ZUBAIR, M"
2,0,24699,Spring2017,CS 825,Information Visualization,0930-1215,W,ECSB 2120,"WEIGLE, M"
2,16,26617,Spring2017,CS 825,Information Visualization,TBA,TBA,WEB2 ONLINE HR ,"WEIGLE, M"
0,10,26618,Spring2017,CS 825,Information Visualization,TBA,TBA,WEB5 ONLINE IN VA ,"WEIGLE, M"
0,10,26619,Spring2017,CS 825,Information Visualization,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"WEIGLE, M"
3,6,31318,Spring2017,CS 826,Application of Graphs in Bioinformatics,0900-1150,M,DRAGAS 1115,"HE, J"
2,10,31325,Spring2017,CS 852,Wireless Communications and Mobile Computing,TBA,TBA,WEB2 ONLINE HR ,"OLARIU, S"
0,10,31326,Spring2017,CS 852,Wireless Communications and Mobile Computing,TBA,TBA,WEB5 ONLINE IN VA ,"OLARIU, S"
0,10,31327,Spring2017,CS 852,Wireless Communications and Mobile Computing,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"OLARIU, S"
2,5,25477,Spring2017,CS 872,"Network Security; Concepts, Protocols and Programming",0930-1200,T,ECSB 2120,"NADEEM, T"
3,7,20892,Spring2017,CS 879,Design of Network Protocols,1910-2150,T,ECSB 2120,"NADEEM, T"
2,8,29782,Spring2017,CS 895,TPC; INTERNET OF THINGS,1200-1430,M,DRAGAS 1102,"NADEEM, T"
3,2,31319,Spring2017,CS 895,TPC;EMBEDDED/CYBER PHYS SYSTEM,1330-1600,T,TBA,"ZHAO, D"
2,13,31321,Spring2017,CS 895,TPC; ADVANCED AI,TBA,TBA,TBA,"LI, Y"
0,13,31331,Spring2017,CS 895,TPC;MEMORY ANALYS & FORSENSICS,TBA,TBA,WEB2 ONLINE HR ,"AHMAD, A"
0,13,31332,Spring2017,CS 895,TPC;MEMORY ANALYS & FORSENSICS,TBA,TBA,WEB5 ONLINE IN VA ,"AHMAD, A"
0,13,31333,Spring2017,CS 895,TPC;MEMORY ANALYS & FORSENSICS,TBA,TBA,WEB7 ONLINE STDNTS NON-VA ,"AHMAD, A"
1,4,32350,Spring2017,CS 895,ADVANCED ALGORITHMS,TBA,TBA,WEB2 ONLINE HR ,"RANJAN, D"
